txt_cleaned;CodeGpt
" Mi svegliavo e avevo un caldo allucinante. Ero sempre sotto le coperte, quindi decido di levarmi le coperte e indossavo il pigiama lungo, quindi pantaloni lunghi e maglia del pigiama lunga. E nonostante questo avevo ancora  caldo, ma tanto caldo. Cioè sentivo di avere la sensazione di sudare però non sudavo. E quindi praticamente mi levo i calzoni e sento di avere praticamente il corpo, fatto eccezione di mani, piedi e testa ricoperto di pelliccia. Una pelliccia bianca, soffice. Come se fosse tipo la pelliccia di un lupo, però più soffice, diciamo non ispida proprio, diciamo lunghezza del pelo del lupo però  morbida. E dicevo: ""Ah ecco perché ho caldo allora"". Insomma spaventata insomma, cerco di levarmela, e faccio caso che sono i peli sono attaccati al corpo. Faccio: ""non capisco perché?"" allora vado in cucina dove trovo mio padre che si stava preparando il caffè, dicevo: ""Babbo è successa una cosa allucinante, guarda, guarda, qui! Gli faccio vedere le gambe alla pancia, insomma, il corpo che è ricoperto in realtà di questa pelliccia e lui mi fa: ""Ecco, lo vedi quante volte ti ho detto di non mangiare gli arrosticini, tutte quelle volte che poi ti viene la pelliccia"", ma gli ho mangiati ieri sera, ma non è che insomma, cioè nel senso, l'ho sempre mangiati, magari anche più di una volta. ""Perché lo vedi ora che è successo? Quindi non ci si può far nulla?"". ""Tra l'altro guarda, ti devi preparare perché bisogna che ti portiamo dalla dottoressa."" ""Io va bene, allora?"". E mentre mi preparavo mi inizia a salire il panico perché mi stavo preparando in realtà per venire da voi a consegnare l'actigrafo e il registratore e Babbo mi aveva messo un'ansia perché diceva: ""Eh ora dovevano studiarti per i sogni, se ti trovano tutta quella pelliccia chissà per cos'altro ti studiano, diventerai una cavia a tutti gli effetti, bla bla"". Insomma queste cose qui. ""Va bene, ma me la nascondo infatti tipo, mi metto il golf e i pantaloni lunghi anche gli stivali a diciamo al ginocchio"" in questa maniera che tappava il più possibile la peluria che usciva che sarebbe potuto uscire, diciamo dalle caviglie. E sopra mi metto una felpa col cappuccio. Non mi fa: ""vabbè, un lato positivo c'è, perché comunque magari per andare lì alla clinica non avrai freddo"". Ora si inizia, mi accompagna alla clinica che però la clinica si trova a [PLACE1] e ci si arriva tramite una specie di funivia, però è una funivia strana perché in realtà è una fune che collega le due montagne, il Monte Bianco e anche i due medi. Questa fune, però, si può attraversare non con la funivia. Insomma, con l'ovovia ma con una bicicletta che corre sopra questo filo e soltanto i degni riescono ad arrivare dall'altra parte. Quindi insomma, devi cercare di tenere l'equilibrio. E devi essere felice. C'ho messo più di un'ora e mezzo, più o meno ad arrivare a [PLACE1] e tra l'altro con una discreta stizza perché avevo paura di cascare giù e quindi non essere degna della clinica. Quando arrivo in cima ho fortuna, chiaramente sei comunque alta, quindi tutto intorno a me e ricoperto di neve, c'è tanto vento e comunque diciamo, la clinica non capisco perché, ma era più di quattromila metri e quando riesco ad arrivare, diciamo all'ingresso della clinica dalla parte opposta del Monte Bianco, quindi a suon di DVD. E lascio la bicicletta appoggiata accanto alle porte scorrevoli dell'ingresso entro e c'era la segretaria che mi fa:  ""Oh [NAME1], benvenuta, ti stavamo aspettando, sono contenta che tu sia riuscita a passare la prima prova fatto."" ""Ah, ma quindi diciamo, il test è già iniziato?"" fa: ""si è iniziato dal momento in cui tu hai preso la bicicletta"", ""ma è perché io pensavo che dovessi consegnare soltanto le cose che mi avevate prestato"". Fa: ""sì, certo, però è chiaramente si fanno partire subito i test"". ""OK, va bene e mi sa dire dov'è la dottoressa [NAME2]? che non l'ho ancora vista?"" fa: ""Eh per arrivarci deve superare un'altra prova"". ""Ok, va bene. E qual è la prova?"" ""Allora guarda qui c'è il corridoio, pigia questa mattonella in alto a sinistra e si aprirà una piscina e lei deve superare a nuoto la piscina e però deve farlo vestita"" e io lì per lì mi era preso il panico, perché quando ho sentito che avrei dovuto superare una piscina a nuoto, mi immaginavo già di mettermi o in mutande o in costume. Lì era il panico perché si sarebbero visti tutti i peli. E quando hanno detto che mi sarei dovuta diciamo buttare in acqua vestita mi son sentita un pochino più sollevata. Quindi niente saluto la segretaria e diciamo, cioè praticamente un arco sotto questa mattonella che io avrei dovuto pigiare con una freccia dove diciamo nella parte posteriore di questa freccia invece delle lattine, quelle che si tirano si c'ha anche quelle però c'hanno spacchino con un ampolla di vetro o di plastica. Comunque era una ampolla trasparente. E trovo praticamente un biglietto che mi diceva di inserire in questa ampolla e il registratore l'actigrafo e di lanciarlo dall'altra parte. Se non ci fossi riuscita avrei perso la sfida, quindi io metto tutto dentro e fortunatamente comunque avendo già provato a fare un pochino di tiro con l'arco in qualche fiera così, sapevo qualche trucchetto, e quindi insomma riesce ad arrivare tutto dall'altra parte sano e salvo. A quel punto però mancavo solo io che devo buttarmi in acqua. Mi tuffo e riesco ad arrivare dall'altra parte della vasca che comunque la vasca è molto stretta. Sarà stata larga circa due metri e mezzo tre, proprio era molto stretta e però era anche parecchio lunga. Sarà stata lunga, ma io credo venti trenta metri più o meno. E solo che sono molto in difficoltà perché non riesco a stendere le braccia nel nuoto e non riesco a nuotare a rana, ma l'unica cosa che riesco a fare è nuotare tipo stile cane con le braccia piegate e le gambe di sotto, però non riescono a stare a pelo d'acqua, quindi diciamo che sono in una posizione inclinata. Cerco di muovermi in continuazione per evitare appunto di di annegare, però comunque facendo una fatica immane, ma riesco ad arrivare dall'altra parte. A quel punto diciamo, ho completato un lato del chiosco e devo proprio aiutarmi ad affrontare quell'altro, quindi praticamente recupero l'ampollina trasparente che avevo lanciato di là con la freccia che dentro conteneva tutto il materiale. Mi do un diciamo una shakerata per asciugarmi. E Proseguo il mio cammino per raggiungere la dottoressa [NAME2]. Io avrei dovuto raggiungere il secondo piano della clinica. In particolare diciamo si trovava in cima a una stanza sferica della torre di controllo di questa di questa specie di clinica che si trovava sul cucuzzolo della montagna. Giro praticamente l'angolo e vedo le scale che vanno di sopra, quindi non devo fare tutto il quadrilatero del chiostro, ma devo fare soltanto [MISSING]. Arrivata all'inizio di questo lato, prima delle scale non vedo nessuna indicazione, però praticamente diciamo il corridoio di pietra che era prima diventa bianco, ma bianco, bianco ghiaccio e io dico: ""oh, meno male, finalmente un pò di fresco con tutto il caldo che ho patito durante la notte, ci voleva!"". Quindi praticamente cosa succede, mi levo però ad attraversare questo corridoio con le scarpe scivolo paurosamente. E allora mi guardo un po' intorno e noto che non c'è nessuno che  mi guarda, quindi decido praticamente di levarmi gli stivali e di usare praticamente gli artigli dei piedi come se fossero dei ramponi. In questa maniera sul ghiaccio non avrei scivolato, perché comunque un corridoio totalmente ricoperto di ghiaccio sul diciamo sul pavimento, ma anche sulle pareti e quindi dovevo cercare comunque di tenermi o comunque aiutarmi e appoggiando le mani al muro non sarebbe servito a niente perché sarei scivolata comunque. Quindi, levandosi gli stivali funziona ma esce qualche pelino dalle caviglie, però riesco con gli artigli dei piedi appunto ad attraversare questo corridoio senza grossi problemi, arrivate in fondo. Mi rimetto calzini e stivali e solo io inizio a salire le scale, vado al secondo piano dove incontrò la dottoressa [NAME2] e mi fa; ""Oh [NAME1], che bello, guarda, ti stavo aspettando, mettiti quel casco che iniziamo subito i test"" ""ma non erano già cominciati?"" Fa: ""Eh sì, ma quelli erano quelli fisici, ora bisogna iniziare test mentali"" ""OK va bene"". Quindi praticamente le riconsegno l'ampollina con dentro il registratore. Lei si mette già ad ascoltare tutto quello che io ho registrato, ecco dopo del tempo mi fa mi fa iniziare i test che aveva preparato per me. E quindi niente, praticamente mi metto a sedere e mi fa: ""allora devi prendere il panino che si trova all'interno di questo foglio"" e gli dico, ""ma scusa come fa a esserci un panino?"". Il foglio, alla fine non ha le dimensioni di un panino, non puoi entrare in un foglio fa: ""ma devi trovare te la soluzione"". Quindi io c'ho questo foglio davanti, io sono seduta a un tavolino, tipo una stanza di interrogatorio di zero zero sette. E quindi penso, con sto foglio in mano, che è bianco e non riesco a vedere un panino, però lo metto controluce alla lampada, quella che si trovava sopra di me, inizio a vedere delle righette, allora lo inclino. E piano piano esce questo tramezzino, cioè la figura di questo tramezzino e io non capisco però come prenderlo, fa: ""no, va bene, ma adesso adesso è facile tirarlo fuori dal foglio"" e io lì per lì non capivo insomma, come si fa. A quel punto ti dico: ""senti, sai cosa io allungo la mano e provo a prenderlo"" e scopro che il foglio in realtà è una scatola che inclinandola praticamente riesco a vedere la profondità e quindi allungo la mano per prendere questo tramezzino e tirarlo fuori. E mi fa: ""Ah, ecco brava, allora ce l'hai fatta. Prima di proseguire, se vuoi puoi mangiarlo"" e io comunque avevo fame e mi mangio questo tramezzino. Era un tramezzino che dentro c'aveva tonno uova e senza maionese. All'improvviso il mio tramezzino mi mette davanti uno schermo, un monitor touch dove praticamente, devo toccare le cose che preferisco e mi vengono davanti. Disegno della montagna, il disegno del mare, io premo su montagna. Poi viene il disegno di un gelato e disegno di una minestra e io premo sul gelato. Al terzo e il quarto non mi ricordo che cosa mi viene fuori, ma mi ricordo il quinto che mi viene il disegno o di una gallina o di una pecora e io insomma, ma cosa vuol dire questo nel senso da mangiare, da accarezzare? Non capivo la cosa e la dottoressa [NAME2] mi dice: ""Devi lasciarti condurre dalle emozioni no?"", io vabbè io premo sulla pecora. E lei fa un po' una smorfia, poi mi fa: ""L'ultimo test, c'era da scegliere fra gallina o pesce e boh. A quel punto premo gallina e lei fa un'ulteriore smorfia che io continuo a non capire. A un certo punto entra nella stanza del test, perché in quel momento si trovava dietro un vetro però diciamo poteva vedermi e io potevo vedere lei. E mi fa bene, allora devo metterti degli elettrodi, bisogna che tu ti levi la felpa e io lì ero andata nel panico più totale perché avrebbe visto che avevo i peli. Mi ricordavo che che mio padre intanto, a non far vedere che tu c'hai la pelliccia e dico: ""ma è proprio necessario sul collo, sulla faccia o sulle mani? Non è possibile metterli"" e fa: ""sì, ma voglio esaminare una cosa"". Quindi niente, praticamente mi levo questa felpa e vede che c'ho la pelliccia e mi fa: ""non ci credo"" e io che ho fatto: ""guarda, non è assolutamente colpa mia, mi ci sono svegliata secondo mio padre dice dipende dal fatto che ho mangiato troppi arrosticini"". E la dottoressa [NAME2] mi dice: ""Eh no, no, quella no, assolutamente non per quello. Ma è perché te se uno Yeti. Eh, te devi vivere quassù sulla montagna"" e ho fatto, ma io c'ho tutta la mia vita che giù va giù [PLACE1] ""ma non ti preoccupare, cioè ti faccio portare tutto su io, macchine fotografiche, ti faccio costruire un campo scuola, ogni tanto verranno i tuoi amici a trovarti, il tuo fidanzato, però te devi vivere in montagna perché sei l'ultimo Yeti rimasto sulla terra"" e dico: ""ah. Ecco allora perché ho sempre caldo"". Cioè, e li spiegava la dottoressa: ""che, pur non avendo mai avuto la pelliccia prima però avevo sempre caldo e quindi magari era collegato per questo"". E quindi e niente, mi fa vedere: ""guarda, devi andare in cima a quella vetta laggiù dove si troverà il tuo rifugio"" e quindi ho inizio a partire però, e poi poco dopo che camminavo in mezzo alla neve, mi sveglio.";2668
Sono davanti al mio computer che sto leggendo un articolo che parla del ruolo del talamo nella generazione della coscienza. E in precedenza stavo rileggendo un articolo che sto scrivendo con una mia studentessa e quindi stavo rileggendo le varie parti dell'articolo, controllando possibili errori e inserendo alcune figure. E una volta finito poi ho scritto una mail inviando l'articolo da completare alla studentessa. E mi sembra che sia tutto.;2669
Sono sopravvissuta alla radunata dei parenti, solita sagra del falso e persone che domandano solamente per sapere con invidia e gelosia. L'unico lato positivo è che almeno c'era mia nipote. Lei mette allegria e non ti fa pensare a tutto il resto.;2670
Ero andato a ballare in discoteca con [NAME1] e la serata è finita in una certa direzione, qualcuno assomigliava a me.;2671
"Ero a letto, sentivo miagolare e riesco a riconoscere dei miagolii. In questo caso era il più piccolino che miagolava. Quindi io mi alzo, era notte perché era buio tutto intorno a me. Vado, lo cerco, da camera mia vado nel corridoio, ma non lo trovo. Trovo il gatto più grande che è a sedere davanti alla porta di casa e quindi penso che in qualche modo sia rimasto chiuso fuori sul pianerottolo. Apro la porta di casa e vedo l'androne dell'ascensore che è aperto però senza l'ascensore al piano. E non capisco, però stavo per chiudere la porta per tornare indietro e continuare le mie ricerche in casa, appunto, quando sento miagolare e venire dall'androne. Quindi mi spavento e mi affaccio giù da dentro la buca dell'ascensore e lo vedo che è in fondo all'androne. E non capisco perché non riesca a muoversi. Allora spaventatissima trovo la maniera di calarmi a arrampicandomi praticamente tra qualche tubo, fra il bordo del pianerottolo, giù da questo ascensore. E dicendo a [NAME1] di rimanere lì di guardia. E provo ad urlare, a chiedere aiuto, ma nessuno riesce a sentirmi perché non riesco a far uscire la voce dalla mia bocca. Cioè come quando hai la sensazione di urlare, ma non far uscire la voce. Eppure è strano, perché dentro di me sto urlando tantissimo. Dopo poco, perché non riesco a collocarlo temporalmente, riesco a raggiungere le basi di questa buca dell'ascensore e riesco a vedere [NAME2] il gattino, che però si vede cascando gli si sono infilati dei tubi a livello della pancia. Dei tubi di ferro. Io cioè cerco in qualche maniera di levargli i tubi dallo stomaco e in qualche modo ha tamponarlo con la mia maglietta per cercare di fargli perdere meno sangue possibile. Lui però è spaventato, quindi cerca anche di allontanarsi da me. E dopo un po' che insisto nel cercare il punto di questi tubi riesco a togliere definitivamente. E a quel punto però il problema è ritornare su. Ero lì che mi disperavo, ero già in piene lacrime appoggiata a una parete che stavo piangendo con [NAME2] che lo tenevo fra le braccia, e a quel punto si affaccia [NAME1] che dice proprio a parole: ""Non ti preoccupare, aspetta, prendo una corda e ti tiro sù!"". E io boh, li per lì senza effettivamente pensarci che effettivamente la cosa assurda senza senso dico: ""Sì, sì, va bene, corri, c'è la corda quella per saltare dentro il mio zaino di atletica, prendi quello"". Ritorna dopo pochissimo con questa corda in bocca e in qualche maniera ci tira su. Quando arrivo sù c'è [NAME1] e accanto a lui che gli ha dato un aiuto per tirarci su, c'è una vecchia professoressa che c'avevo alle elementari, e mi dice: ""Vai vai, corri, corri dal veterinario"". Quindi lo porto di corsa dal veterinario dove io lo porto in un quartiere qui a [PLACE1] però esternamente era uguale, internamente era come se fosse un parcheggio sotterraneo dell'Ipercoop di [PLACE1] però, inserito all'interno della cripta che c'ha sotto Santa Maria del Fiore a [PLACE2]. Insomma, fortunatamente il dottore riesce a curare [NAME2], gli mettono i punti nei luoghi dove appunto era stato infilzato, diciamo da questi tubi. E dicendomi però che per curarlo gli avrei dovuto dare del gelato alla crema. Assolutamente.";2672
Il bosco, tante persone, qualcosa che avevo fatto e che vedevo da lontano, qualcosa che riuscivo a vedere da lontano, era una sensazione altalenante, quasi di soddisfazione e impotenza, e quella invece opposta. Tanta gente, come se mi guardassero, da un televisore, da qualcosa. ;2673
Pomeriggio piacevolissimo con le amiche. Un ritrovo dopo mesi, anni... sicuramente un anno, da prima della pandemia che non ci vediamo, non facciamo un pomeriggio assieme. E' stato piacevole, ma anche un resoconto poi delle nostre vite, quello che sta andando bene, quello che sta andando male, uno si rende conto che effettivamente, anche nella vita non è facile per tutti, nel senso, anche se uno sorride sempre, cioè di problemi ce ne stanno tanti. E comunque una bella domenica dove finalmente siamo potuti uscire parlare, ridere, scherzare, insomma, una bella domenica.;2674
Ero scesa in camera mia e mi sono messa a fare un po' di ordine prima di vestiti che erano un po' lì in giro, poi vestiti che erano dentro l'armadio che avevo lasciato l'ordine a metà l'altro giorno. E niente, poi mi sono messa a parlare con il mio fidanzato, del fatto che non avevo fatto sport oggi, anche se in realtà ero mezza malata, quindi vabbè. E niente, poi abbiamo cominciato a sentire che c'era odore da cibo, perché mia mamma stava cucinando, quindi siamo andate su a vedere se potevamo aiutare in qualcosa.;2675
Vestiti da pirati ehm in un'ascensore e questo pirata che mi lasciava un biglietto in una sedia che mi avrebbe insegnato come non diventare pirata ma come fare un'altra cosa. Probabilmente, a sensazione devo uccidere una mosca. E c'era tipo tantissima sabbia, con gli scogli e tanta erba, un prato morbido.;2676
Vivevo il momento presente, oggi era domenica, era mattina ed ero molto triste, rammaricata perché era molto tardi, erano le undici passate e avevo dovuto rinunciare ad una camminata a cui tenevo tanto.;2677
Avevo una visuale su un gruppo di amici in particolare con uno in primo piano un po’ tipo Wes Anderson proprio tagliato dal petto fino a poco sopra la testa e dietro c’era prima uno sfondo bianco e lui che parlava tipo introducendo questa situazione ed era tipo una situazione festosa ma in cui si costruiva una specie di casa fatta di pietroni grigi enormi però molto leggeri che sembravano finti e c’erano altre persone che mi erano familiari però alternavano momenti in cui erano persone proprio conosciute da me altri in cui in realtà non lo erano.;2678
