CodeRef;Code;trad_French;txt_cleaned;CodeGpt;ClaSon_raw_ens;ClaSon_conf_ens;TRUE_ClaSon;length_report;Valeur_Dream;Wake_Dream;Git_raw;Git_conf;ClaSon=Git;TRUE_Claude_Haiku 4.5;Gem;Gem_conf;TRUE_Gemini_Pro 3.1;SonnetGitCelia;SonnetGitCelia_conf;True_Claude_Sonnet 4.6;ClaSon=ClaGitCelia;Justif_compar_sonnet;Clas_Enzo;Confidence_Enzo;True_Human_expert;Justification_Enzo;Conf_Humanlike_ClaudeSonnetGitCelia;Enzo=Claude;conf claude erreur;True_Elce_Weight;;;Models;nmbr fautes;% de fautes ;moyenne conf;conf erreur;median erreur;median ;txt_length_errors;%Accuracy;;;;;;;;
XDL197;DL197;;"Eravamo io e mio marito e qualcun altro, dovevamo cercare una pasticceria per celiaci. E nel fare questa ricerca, dovevamo prendere un autobus. L'autobus però, salivo per prima io. Nel frattempo le altre persone non facevano in tempo a salire che l'autobus aveva chiuso le porte e era partito. Ed io ero arrabbiatissima, gli dicevo: ""Fermati, fermati, che non sono salite le altre persone!"". Lui, invece continuava la via, la strada. E gli dicevo: ""Allora si fermi alla prossima, alla prossima discesa, alla prossima fermata, e mi faccia scendere!"", tutta arrabbiata. Il conducente non lo vedevo in faccia mai, e stava fermo, statico, con la faccia rivolta verso la strada, ma senza che io lo potessi vedere. E poi, erano strade di montagna, non asfaltate, un po' in salita, e poi alla fermata successiva mi faceva scendere e io ritornavo a piedi.";2248;;;;847;1;1;;;;;;;;D;87;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
XDL070;DL070;;"Discutevo con un'altra persona, ero vestita con un vestito azzurro, verde petrolio, insomma così. Discutevo non animatamente, però, insomma, spiegavo le mie ragioni a qualcuno, qualcosa del genere. Poi a un certo punto, prima della sveglia, insomma, ho detto: ""E però sarebbe ora di alzarsi!"".";2249;;;;293;1;1;;;;;;;;D;83;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL058;;;Sono stata a camminare in un boschetto in mezzo alla natura fatto un incontro di un'amica con i bambini molto delizioso e... niente ero un po' di fretta però perché avevo da fare altre commissioni e alle quattro e mezzo, cioè ora, inizio un lavoro. Quindi ora tra poco inizio il lavoro solo un pochino di frettolosità però soddisfazione e tranquillità.;2250;;;;352;0;0;;;;;;;;W;91;0;0;;;;;;5;;;1;;;;;;;;;;;;;;;;;;;
DL032;;;Ero al lavoro, e stavo comunque finendo di fare alcune attività per cui ero concentrato su degli aspetti tecnici del lavoro. Sensazione è quella di soddisfazione, perché dopo diciamo diversi giorni di tensione a livello del gruppo siamo riusciti a trovare una soluzione giusto in queste ore a delle problematiche, e per cui scarico di tensione, come dire, la mente che inseriva degli elementi anche di rilassamento all'interno del programma lavorativo e quindi un po' scarico di tensione.;2251;;;;488;0;0;;;;;;;;W;91;0;0;;;;;;5;;;1;;;;;;;;;;;;;;;;;;;
XDL058;DL058;;"Stavo andando in bagno a fare i bisogni e andavo in un bagno piccolo e stretto dove si salivano tre scale e c'era anche una tenda. Mi sembrava molto il bagno della casa della mia nonna quando ero piccola, quando ero una ragazzina che avevo nove, dieci anni. Dentro questo bagno, però girato all'incontrario, c'erano già due adolescenti e io avevo bisogno di andarci e loro erano usciti perché avevano finito. È entrata un'altra ragazza adolescente che era arrabbiata perché c'ero entrata prima io, però io le ho detto ""Guarda se ti devi lavare le mani vai tanto non si vede niente lavatele pure"" ma lei non l'ha voluto fare e era arrabbiata sulla porta. Uhm faceva parte di una famiglia nella quale ero andata, una famiglia tipo hippy perché eravamo a fare un'escursione di una settimana nel bosco ehm e faceva parte di questa famiglia. E praticamente in questa famiglia che viveva in questo posto. Eravamo al mare sul fiume ehm a prendere il sole, io facevo il bagno nel fiume. C'era la mia amica [NAME1] che nuotava benissimo e io nuotavo però sentivo che era diversa l'acqua del mare non mi teneva a galla tanto bene. Ma entravo e uscivo con tranquillità. Poi si camminava nel fiume e ci si spostava da un posto all'altro perché pioveva ehm e poi era bello perché c'era tanta spiaggia e poi c'era qualche altro particolare. Comunque siamo tutti in fila, degli spostamenti sul fiume, questa signora è l'ultima, vedevo la gente che camminava e un ragazzino che si era divertito, era rimasto a sedere sulla sdraio del mare e il nonno lo teneva con un cordino e lui stava ritto e camminava e stava seduto sulla sdraio e il nonno tirava la sdraio o era legata addirittura a qualcos'altro del nonno, insomma. E lui teneva un'altra corda che teneva una banchina tipo un pedalò ma piccolo da bambino e ridevo come una matta e tutti dicevano che invece erano era sbagliato ma io ridevo invece mi divertiva questa cosa. Quindi si andava sul corso del fiume.";2252;;;;1950;1;1;;;;;;;;D;87;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
XDL110;DL110;;"Il mio ex, sostanzialmente dovevamo fare qualcosa e c'era anche uno dei nostri amici con noi e quindi in realtà eravamo tipo in missione insieme, dovevamo andare a prendere questa ragazza da qualche parte, c'era questa strada sterrata, l'attraversavamo ma a un certo punto ci sedevamo anche ad un bar. Però sostanzialmente io sapevo che dovevo lasciarlo e sapevo che avrei dovuto farlo e non sapevo quando farlo e non sapevo che gli avrei fatto del male, l'avrei fatto soffrire e quindi niente, ad un certo punto lo abbracciavo come si abbraccia un bambino piccolo, quindi tipo la sua testa era un po' più in basso della mia, sul petto, come per confortarlo proprio e lui si metteva a piangere e mi diceva ""No, se mi devi lasciare fallo adesso non dopo avermi dato tutti questi baci"" perché io tipo gli davo anche dei baci sulla testa, proprio come con i bambini piccoli, come si fa con i bebè.";2253;;;;894;1;1;;;;;;;;D;88;0;0;;;;;;4;;;1;;;;;;;;;;;;;;;;;;;
XDL016;DL016;;"Parlavo con [NAME1], il cui advisor è [NAME2], dell'esame di [NAME2], e gli dicevo insomma me ne lamentavo. Poi dovevamo andare al mare tutti quanti ma c'era un problema col trovare le macchine tipo per andare al mare e allora qualcuno mi diceva ""eh ma perché bisogna organizzarsi per tempo per andare al mare"" però io rispondevo che il problema è che comunque non si può sapere il meteo qua a [PLACE1] eh in anticipo quindi non si può sapere quale sia una giornata buona per andare al mare, però mi organizzavo per andare col treno in qualche modo. Poi consigliavo album di gruppi musicali, poi vedevo un video di Carmen Consoli, che era legato in qualche modo al mio esame di [NAME2]. Poi c'era una parte in cui ero una specie di gangster, un criminale, nel senso ero a servizio di qualcuno, gli facevo dei lavoretti. E andavo a casa e venivo mandata a casa di un mio amico in realtà a recuperare tipo un pacco o qualcosa del genere, ehm andavo a casa sua, lo trovavo in casa che era chiuso in una stanza forse a piangere, entravo in questa stanza e c'era lui tipo accoccolato sul letto e un po' sul depresso, perché era rimasto tipo incinto, una cosa del genere, oppure comunque stava aspettando questo bambino e quindi per essere un maschio doveva fare tipo una super cura ormonale per allevare questo bambino e quindi era un po' triste che insomma era un po' abbattuto e spaventato dal fatto di andare in maternità però era anche contento. Ehm poi a un certo punto si parlava di mia madre, intervenivo, arrivava mia madre su questo letto dove c'eravamo io, questo ragazzo e mia madre e vedevamo un video in cui spiegavano tipo facevano un corso di apnea mi sa online e mi vedevo questo corso di apnea. Ehm e poi andavamo in un posto, si arrivava in un posto in cui c'era un quadro e tutte le persone che passavano dovevano aggiungere una pennellata a questo quadro, e io mi rifiutavo perché non mi andava di aggiungere pennellate a questo quadro perché mi sembrava troppo professionale, Arrivava un tizio che disegnava un camioncino con le ruote quadrate e scattava tipo un allarme che diceva che questo camioncino non poteva funzionare quindi come se avesse riconosciuto automaticamente il disegno all'interno e mi stupivo molto, ehm e questo camioncino diventava in realtà un camioncino reale e gli montavamo le ruote e c'erano dei bulloni che si inserivano con un metodo abbastanza strano. Ehm e poi prima c'era qualcosa connesso al fuggire dalla morte o dai demoni.";2254;;;;2474;1;1;;;;;;;;D;83;0;0;;;;;;4;;;1;;;;;;;;;;;;;;;;;;;
DL175;;;Stavo studiando, e sono stanchissima, ero super stanca, davvero devastata. Però anche felice perché ho iniziato finalmente a studiare qualcosa che mi piace molto di più. C'è una materia che preferisco molto di più e quindi sono stanca e però felice. Un felice stanco.;2255;;;;267;0;0;;;;;;;;W;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL112;;;Ho partecipato ad un consiglio, contesto poco stimolante.;2256;;;;57;0;0;;;;;;;;W;83;0;0;;;;;;4;;;1;;;;;;;;;;;;;;;;;;;
XDL065;DL065;;Stavo discutendo con qualcuno. Stavo ragionando. Una semplice discussione e basta.;2257;;;;82;1;1;;;;;;;;W;83;1;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
XDL127;DL127;;"Stavo riflettendo sul fatto che devo fare qualcosa, ho degli impegni, il fatto di  dover fare questi impegni. ""Ah, faccio questo, poi faccio quest'altro"". Questa immagine di questa piazza che è [PLACE1], che devo passare da lì. Era giorno. Era un giorno nuvoloso.";2258;;;;263;1;1;;;;;;;;W;90;1;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL085;;;Oggi sono passato dai miei nonni a trovarli. Abbiamo parlato dei loro vecchi trascorsi e ricordi, di quando si sono conosciuti, delle loro esperienze giovanili durante gli anni Settanta. Ho fatto una passeggiata a seguito di questo, con la mia ragazza, e abbiamo parlato un attimino di quanto sia stata bella la conversazione coi nonni, in cui era presente anche lei... adesso mi sto preparando per andare a un compleanno con amici e la mia morosa. Basta. ;2259;;;;456;0;0;;;;;;;;W;91;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL179;;;I miei unici pensieri sono rivolti alla partita di questa sera della Juve. ;2260;;;;75;0;0;;;;;;;;W;88;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL025;;;Vorrei provare ancora le sensazioni che provo quando sono a sciare, una sensazione sugli sci in discesa che mi svuota completamente la mente per cui svuotarmi la mente in questo momento che invece è affollata di tanti pensieri mi farebbe tanto tanto comodo.;2261;;;;257;0;0;;;;;;;;W;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL040;;;Sono nel pieno delle faccende del sabato pomeriggio, pulisci di qua, lava di là, fai tutte le cose un pochino più a fondo. Ho preso appena ora uno spavento col gatto che pensavo fosse cascato dal terrazzo, invece si era solo messo sul davanzale della finestra. Quello scemo mi ha fatto prendere un colpo. E niente, la mattinata è passata abbastanza tranquilla, ero sola, non c'erano le mie colleghe, quindi mi sono dedicata ai lavori di fino, poi niente, abbiamo pranzato tutti insieme con le bimbe e la mia figliola, insomma tutti. E ora faccende, faccende, faccende e poi cena, perché avrò insomma qualcuno a cena, quindi si lavora anche oggi pomeriggio.;2262;;;;656;0;0;;;;;;;;W;91;0;0;;;;;;5;;;1;;;;;;;;;;;;;;;;;;;
XDL087;DL087;;Avevo una sensazione come se mi camminassero addosso degli insetti, tipo delle formiche.;2263;;;;88;1;1;;;;;;;;D;83;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
XDL175;DL175;;Ero al [PLACE1] alla residenza universitaria, ero nella stanza nel mio ragazzo. Era una stanza vuota. E dentro c'era solo una specie di casa casetta in legno. Tipo casa sull'albero. Cioè, dentro c'erano le cose che servono per vivere, quindi una stanza, un bagno, una cucina. Però per salire, cioè per entrare, bisognava fare delle scalette che erano tipo ad albero e come per arrampicarsi. E io e i nostri amici, insomma, avevamo aiutato a decorare questa stanza. E quindi io ero lì, eravamo tutti lì, insomma, io una ragazza, i miei amici. Passavamo quasi tutti i giorni in questa stanza. Finché quelli di [PLACE1] non ci dicono che doveva toglierla perché non era in regola. Non era in regola la casa e quindi dovevano togliere la casa. Io prendevo una stanza normale, ma è come se lui non potesse prendere la stanza. Quindi gli spostano la casetta e gliela mettono fuori, cioè fuori dal progetto, e gliela mettono... Era tipo in mezzo a una rotonda. Era in mezzo a una rotonda di una strada che però non era [PLACE2], ma era a Roma. Ed era là in mezzo. E continuavamo ad andare nella casa, anche perché era casa sua ormai. Contemporaneamente a questa cosa, quindi, mentre succedeva tutto ciò nella casa, nel [PLACE1], ho ... stavo aiutando mia madre a trovare un suo alunno che era scomparso. Lei cercava questo alunno che era scomparso, ma non sapevano se era morto. Cioè non era sparito, era sparito perché non voleva fare un compito, però poi non rispondeva più a nessuno, né agli amici né a nessuno, scomparso. E quindi io stavo aiutando mia madre a cercare questo ragazzo, solo che in realtà era tutta una situazione molto di tensione. C'era proprio quest'aria di tensione da tutte e due le parti. E quindi sì, ero proprio tesa perché non riuscivo a risolverne né l'una né l'altra cosa e quindi c'era agitazione, ansia, anche un po' tristezza. Soprattutto quando spostano la casa fuori dal [PLACE1].;2264;;;;1908;1;1;;;;;;;;D;87;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
XDL007;DL007;;Ero al ristorante o comunque un posto fuori con qualcuno a parlare. Questo qualcuno forse era un uomo. Un uomo alto, impostato, abbastanza in carne, rotondetto e pelato. Che appunto mi illustrava tutte le cose della banca. Tutte le cose che devo fare, misure di sicurezza.;2265;;;;272;1;1;;;;;;;;D;83;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL090;;;Ero in cucina col mio babbo e stavo preparando la cecina livornese perché lui è livornese e… pensavo che ho fame e che sono contenta. ;2266;;;;134;0;0;;;;;;;;W;91;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL107;;;"Stavo a casa, ho finito di mangiare da pochissimo e mi preparavo per fare una passeggiata insieme ai cani, però ho un cane che ha mal di pancia e quindi mi ero fermata per dargli i fermenti e poi mi ero appoggiata un secondo sul letto per vedere i social e i cinque minuti si sono trasformati in dieci, anche quindici. Quindi niente, stavo pensando che si fa tardi perché ora che arrivo, appunto, dove devo andare passa un po' di tempo, però se continuo così poi non vado mai. Quindi, appunto, stavo ragionando sul fatto che devo vincere la pigrizia e poi stavo ripensando al fatto che è tutta la settimana che dico: ""Vado in palestra"" poi faccio qualcos'altro. Quindi niente, ero abbastanza sollevata che la settimana fosse finita, poi stavo sentendo dei messaggi di un'amica, insomma, che ci invitavano a casa loro a cena, sabato, ma che non ho voglia di andare perché vorrei fare una bella camminata un po' più impegnativa domenica, quindi ero un po' combattuta tra socialità o voglia di natura. Quindi niente, stavo pensando a questa cosa qua. Nel frattempo ho i cani che mi gironzolano intorno perché vogliono che io mi sbrighi, quindi ecco, fanno una ronda.";2267;;;;1163;0;0;;;;;;;;W;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
DL062;;;Niente, sto ancora lavorando, ancora non ho finito di lavorare, e quindi i miei ultimi pensieri erano sull'ansia del lavoro e il casino e il fatto che siamo sotto organico e che chiaramente non riusciamo a finire tutto quanto, e le scadenze e via dicendo. Direi non molto più di questo. E quindi niente, sto sistemando questo modulo di geografia e volevo mandare questa seconda relazione, ma non ci sono riuscita. ;2268;;;;414;0;0;;;;;;;;W;90;0;0;;;;;;5;;;0;;;;;;;;;;;;;;;;;;;
XDL134;DL134;;Dovevo indossare i vestiti di un negozio del mio paese. Ero in una lista in cui tu dovevi scrivere il colore che preferivi, però se era già stato scelto da qualcuno dovevi sceglierne un altro. E quindi io sono arrivata tardi, ovviamente quindi stavo lì insieme ad altri e aspettavo di scrivere. Però mi era rimasto il jeans o il bianco: io ho scelto il jeans. Poi parlavo, qualcuno. Eh poi alla fine dovevamo partire con i miei genitori in macchina, per andare a mangiare su un pub a [PLACE1]. Prendevamo la strada, perché siamo a [PLACE2] e da lì dovevamo andare a [PLACE1] però non sapevamo la strada.;2269;;;;603;1;1;;;;;;;;D;83;0;0;;;;;;4;;;0;;;;;;;;;;;;;;;;;;;
DL173;;;Ero a pranzo con la mia coinquilina e il fidanzato e stavamo parlando della differenza tra l'università del Sud e l'Università del Nord. Due su tre oggi a pranzo siamo fuori sede, quindi noi siamo scappati dalla nostra regione per poter avere una possibilità in più, poi in futuro nel mondo del lavoro. E riteniamo che purtroppo le università del Sud non siano così efficaci, così quanto magari l'[INSTITUTION1], nel nostro caso, specifico. Quindi stavo pensando a un futuro molto lontano, o prossimo, in cui oltre allo spopolamento dei paesini del Sud si avrà anche lo spopolamento delle università del Sud. E si arriverà ad una generazione che non metterà più radici per esempio nel mio paese di origine o saranno sempre meno. Quindi può darsi che il Sud, me lo auguro, vivrà almeno di turismo. Anche se ci sono certi posti con grande potenziale, ma sfruttati malissimo a causa della politica. Non lo so, mi dispiace, ma essendo egoista non vedo un futuro giù in [PLACE1]. Tanto è che in prossimità delle vacanze pasquali, parlavamo anche di questo, personalmente non sono molto felice di tornare a casa, in un ambiente in cui la mentalità è sempre molto chiusa, almeno nella mia famiglia da parte di mio padre, dei miei zii. Mia mamma a tratti si salva. E insomma, mi dò, diciamo, un pizzico sulla pancia scendo, tipica espressione del Sud, di una persona del Sud che vive al Nord, scendo a casa, cerco di tollerare il più possibile le situazioni familiari, le situazioni in generale, che si creano, su esistono, diciamo, nel mio paese. Mi rendo conto che la mia vita non è più lì, ma è qui, anche se poi anche a [PLACE2] sono di passaggio. Chissà, vabbè, insomma. ;2270;;;;1668;0;0;;;;;;;;W;91;0;0;;;;;;5;;;1;;;;;;;;;;;;;;;;;;;
